,I_CaII,I_CaII_Rneg,I_CaII_err,I_Ha06,I_Ha06_Rneg,I_Ha06_err,I_NaI,I_NaI_Rneg,I_NaI_err,SNR,bjd,file,instr,obj,rv
72,0.1902755043002855,0.0,0.0002970421442441843,0.12325567513161881,0.0,0.0001005180610965495,0.1868493866476492,0.0,0.00013014158234585384,297.8,2456874.69449801,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-07T08:34:58.197.fits,HARPS,HD192310,-54192.999999999985
73,0.18867687375620995,0.0,0.0003413393483100322,0.12412659062453184,0.0,9.933680208392624e-05,0.19160712720503995,0.0,0.00013143787293733357,295.65,2457211.8997189,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2015-07-08T23:55:37.013.fits,HARPS,HD192310,-54192.999999999985
74,0.1437088030463454,0.0,0.00024656997477060053,0.11668795902744289,0.0,8.531205451597794e-05,0.18350504787721278,0.0,0.00011417217271771997,329.9,2455834.68030137,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-25T15:35:49.657.fits,HARPS,HD192310,-54192.999999999985
75,0.14761696270591917,0.0,0.00026416096345059946,0.11692562544438091,0.0,0.00011432810807222191,0.18447969972295658,0.0,0.00015249266787068164,261.6,2455404.76201305,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-24T09:41:52.383.fits,HARPS,HD192310,-54192.999999999985
76,0.1552357488317371,0.0,0.00036236038907709557,0.11863214639760258,0.0,0.00015005221863095976,0.18379515350575346,0.0,0.00020456512765572231,193.1,2454683.6462284,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-18T12:14:05.350.fits,HARPS,HD192310,-54192.999999999985
77,0.14605326899159152,0.0,0.00036468431475555484,0.11702699700603247,0.0,0.00013222798519294188,0.18480842297223304,0.0,0.00017705773475175265,215.35,2455783.78040462,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-25T15:33:12.923.fits,HARPS,HD192310,-54192.999999999985
78,0.14757801189882344,0.0,0.00028807683333091053,0.11629344567206328,0.0,0.00011716359560548666,0.18520198726937043,0.0,0.0001584453055342962,247.8,2455446.62442962,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-24T09:42:30.230.fits,HARPS,HD192310,-54192.999999999985
79,0.14432036593045347,0.0,0.000371770543065224,0.11657054927725127,0.0,0.00015263984800506988,0.1841791675098129,0.0,0.0002061289389501976,185.05,2455727.7995221,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-25T15:35:23.940.fits,HARPS,HD192310,-54192.999999999985
80,0.17208780228022513,0.0,0.00023195118085470268,0.12069630899091721,0.0,8.764577046651008e-05,0.1872272794644591,0.0,0.00011363306000350148,349.25,2456435.94793943,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-06T10:05:46.650.fits,HARPS,HD192310,-54192.999999999985
81,0.18732017684772326,0.0,0.00031021382520133797,0.1236857184038863,0.0,9.484233484840014e-05,0.19213816876177245,0.0,0.00012430576334392278,320.7,2457212.86075958,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2015-07-09T23:55:33.130.fits,HARPS,HD192310,-54192.999999999985
82,0.17114858549015144,0.0,0.0003727751853238601,0.12059212904936477,0.0,0.0001310532444852011,0.18574783270384723,0.0,0.00017146111516852595,225.05,2456536.68383053,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-06T10:05:20.077.fits,HARPS,HD192310,-54192.999999999985
83,0.16459661419698113,0.0,0.0004476953122194535,0.12086264757533141,0.0,0.00015059496800956106,0.19186780093361777,0.0,0.00020037399280339145,204.4,2457662.66697415,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2016-10-02T01:02:55.841.fits,HARPS,HD192310,-54192.999999999985
84,0.14452827011704056,0.0,0.00023933580964084094,0.11681710115925846,0.0,8.228825099840173e-05,0.18263316855415895,0.0,0.0001097387626868843,343.45,2455837.57522057,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-25T15:37:09.110.fits,HARPS,HD192310,-54192.999999999985
85,0.14683949276523395,0.0,0.00033069787281015436,0.11648921884350683,0.0,0.000127976724631261,0.18407968406004524,0.0,0.00017387418959458018,217.1,2455770.66465946,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-25T15:37:26.680.fits,HARPS,HD192310,-54192.999999999985
86,0.16248759251623934,0.0,0.000536398944099893,0.11974009615439332,0.0,0.00020167877755680839,0.1845163996011497,0.0,0.0002794759964892208,140.55,2454316.75776326,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-17T11:20:41.990.fits,HARPS,HD192310,-54192.999999999985
87,0.14818547096725473,0.0,0.00027337162124544344,0.11648119743568591,0.0,0.00011497562894159701,0.184058267434985,0.0,0.0001551296693514615,254.1,2455353.82758,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-24T09:42:59.627.fits,HARPS,HD192310,-54192.999999999985
88,0.16496571540319468,0.0,0.00030522389896309925,0.12040598158670586,0.0,8.632590823509167e-05,0.19149566353673708,0.0,0.00011742783071610487,327.65,2457655.65788058,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2016-09-25T01:03:03.645.fits,HARPS,HD192310,-54192.999999999985
89,0.19690158480059536,0.0,0.0003682422044710983,0.12293436607036329,0.0,0.00012809714088680318,0.18324042827027887,0.0,0.00017584257429818716,229.85,2453492.89054212,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-02T10:02:07.593.fits,HARPS,HD192310,-54192.999999999985
90,0.16527936079320482,0.0,0.0002413463092642077,0.11895567273749628,0.0,9.607647670099627e-05,0.18472863435527673,0.0,0.00012704005589185083,307.15,2456081.79037635,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-26T16:54:35.830.fits,HARPS,HD192310,-54192.999999999985
91,0.14739863478175724,0.0,0.00023128090357240016,0.11745601334947596,0.0,8.526830792564875e-05,0.18330942991577293,0.0,0.00011334793277563444,339.8,2455840.53406397,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-25T15:36:19.463.fits,HARPS,HD192310,-54192.999999999985
92,0.16069671449846346,0.0,0.00032482098388613166,0.1189059158758563,0.0,0.00012928237060909353,0.18630532122298943,0.0,0.0001704565468132833,231.4,2456149.74575439,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-26T16:52:59.443.fits,HARPS,HD192310,-54192.999999999985
93,0.19639418191007868,0.0,0.0003865555771144183,0.12323420855710779,0.0,0.0001340200580064958,0.18333180399667248,0.0,0.00018401867561089434,219.15,2453492.88697697,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-02T09:59:25.903.fits,HARPS,HD192310,-54192.999999999985
94,0.19729523229153922,0.0,0.000392833730749116,0.12408561578482752,0.0,0.00014640952466402117,0.19360253987219922,0.0,0.00019021114432380822,223.85,2457203.72858084,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2015-06-30T23:55:34.443.fits,HARPS,HD192310,-54192.999999999985
95,0.18003315577616863,0.0,0.00029371918444155747,0.12078840071747964,0.0,0.0001005411696382443,0.187257410084428,0.0,0.00013181870295990732,293.15,2456858.79150342,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-07T08:34:30.047.fits,HARPS,HD192310,-54192.999999999985
96,0.14588921208058897,0.0,0.00020497892231040934,0.11695431185356059,0.0,8.232795101474718e-05,0.18407855414061836,0.0,0.00010881842658860495,361.95,2455414.7460717,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-24T09:44:40.403.fits,HARPS,HD192310,-54192.999999999985
97,0.19051066290424917,0.0,0.0007816457331794465,0.12169114598898849,0.0,0.00028118901276716834,0.18036740828013384,0.0,0.0003833578351715859,106.0,2453484.90852947,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-02T10:03:12.733.fits,HARPS,HD192310,-54192.999999999985
98,0.1460593005702301,0.0,0.00022998611931731032,0.11635794175868024,0.0,8.757214508501968e-05,0.1837541710570445,0.0,0.00011979706711528218,314.8,2455413.63778662,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-24T09:42:29.970.fits,HARPS,HD192310,-54192.999999999985
99,0.14363094218390984,0.0,0.00026534870506745163,0.1165456516999189,0.0,0.00011867912095611019,0.18438047861736145,0.0,0.0001603283563267922,251.05,2455098.6052425,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-09-23T11:05:25.613.fits,HARPS,HD192310,-54192.999999999985
100,0.19652098311032712,0.0,0.00039094772994801734,0.12441815096195702,0.0,0.00014596484230767806,0.19417506267571016,0.0,0.00018966350155415253,224.75,2457203.72481912,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2015-06-30T23:55:34.140.fits,HARPS,HD192310,-54192.999999999985
101,0.1695599871453896,0.0,0.00047868147427090565,0.11987945575081413,0.0,0.00015315957781801855,0.18549467762073404,0.0,0.00020757283930086578,173.7,2456398.86603531,teste_download/HD192310/HD192310_HARPS/ADP/ADP.2014-10-06T10:03:43.220.fits,HARPS,HD192310,-54192.999999999985
